,20~75,75~150,150~300,300~
AVG_MONTHLY_POPULATION,0.24771155650980392,0.12112341210405056,0.40586120445870444,0.35546489121816793
NEAREST_STATION_INFO_count,0.24547445060189374,-0.1712400395658095,-0.46409332359614835,0.08852082782523385
DISTANCE_VALUE,0.004740715849848173,-0.02786438292861536,-0.013698959699023846,-0.3865502120440109
RATING_CNT,0.3722187208234634,-0.1680234351385547,0.4078939526043463,-0.11608269449684051
RATING_SCORE,0.1354606302782973,-0.44170967216018503,-0.13994023687009016,-0.00487165103067048
IS_FAMILY_FRIENDLY,0.32853778651507115,0.028443875780244834,0.002864543948896489,-0.06964878344087805
IS_FRIEND_FRIENDLY,-0.02209813779541833,-0.16948008697945788,-0.12494752292358732,0.21597339175457236
IS_ALONE_FRIENDLY,0.22625734901304806,0.1611956513871292,0.2087545397076506,0.06372438013257838
DINNER_INFO,0.11476203256898371,-0.15130306949909594,0.1639889477337495,
LUNCH_INFO,0.21920501861310426,-0.1513675482753188,-0.016479274769763703,0.027616371903151554
DINNER_PRICE,0.1770515179462753,-0.23989585444680941,-0.2062671572206251,-0.15200988174292238
LUNCH_PRICE,-0.025741107739238635,-0.13271096967046453,-0.17521774456533468,0.009989149453935907
HOLIDAY,-0.3153973200002578,-0.28010669082524164,,
HOME_PAGE_URL,0.30948533384381227,0.2248399802607504,-0.07366619047739174,0.5032774450060675
PHONE_NUM,0.16725285644119017,0.10309303612069855,0.09023824259078592,-0.20811335395782718
NUM_SEATS,0.17916475210284968,-0.12771926521887636,0.14055924759421934,-0.11407824743259513
AGE_RESTAURANT,-0.1264723704642064,-0.3451170012808154,-0.2567294804186447,0.1335088689805443
CITY_count,0.2796878909761366,-0.2578591681025116,0.24492699998959566,0.1878071685780019
rate_count,0.304280032882777,-0.14710133228133843,0.33432363220135497,-0.13563907418540977
seats_rate_count,0.30205235962282095,-0.10518800385319123,0.4209915687257885,-0.14338430782011735
