,居酒屋_クラスタ0,居酒屋_クラスタ1,居酒屋_クラスタ2,居酒屋_クラスタ3,居酒屋_クラスタ4,居酒屋_クラスタ5,焼肉_クラスタ0,焼肉_クラスタ1,焼肉_クラスタ2,焼肉_クラスタ3,焼肉_クラスタ4,焼肉_クラスタ5,ラーメン_クラスタ0,ラーメン_クラスタ1,ラーメン_クラスタ2,ラーメン_クラスタ3,ラーメン_クラスタ4,ラーメン_クラスタ5,バー_クラスタ0,バー_クラスタ1,バー_クラスタ2,バー_クラスタ3,バー_クラスタ4,バー_クラスタ5,中華料理_クラスタ0,中華料理_クラスタ1,中華料理_クラスタ2,中華料理_クラスタ3,中華料理_クラスタ4,中華料理_クラスタ5,イタリアン_クラスタ0,イタリアン_クラスタ1,イタリアン_クラスタ2,イタリアン_クラスタ3,イタリアン_クラスタ4,イタリアン_クラスタ5,焼き鳥_クラスタ0,焼き鳥_クラスタ1,焼き鳥_クラスタ2,焼き鳥_クラスタ3,焼き鳥_クラスタ4,焼き鳥_クラスタ5,カフェ_クラスタ0,カフェ_クラスタ1,カフェ_クラスタ2,カフェ_クラスタ3,カフェ_クラスタ4,カフェ_クラスタ5,寿司_クラスタ0,寿司_クラスタ1,寿司_クラスタ2,寿司_クラスタ3,寿司_クラスタ4,寿司_クラスタ5,ダイニングバー_クラスタ0,ダイニングバー_クラスタ1,ダイニングバー_クラスタ2,ダイニングバー_クラスタ3,ダイニングバー_クラスタ4,ダイニングバー_クラスタ5,餃子_クラスタ0,餃子_クラスタ1,餃子_クラスタ2,餃子_クラスタ3,餃子_クラスタ4,餃子_クラスタ5,その他_クラスタ0,その他_クラスタ1,その他_クラスタ2,その他_クラスタ3,その他_クラスタ4,その他_クラスタ5,お好み焼き_クラスタ0,お好み焼き_クラスタ1,お好み焼き_クラスタ2,お好み焼き_クラスタ3,お好み焼き_クラスタ4,お好み焼き_クラスタ5,そば_クラスタ0,そば_クラスタ1,そば_クラスタ2,そば_クラスタ3,そば_クラスタ4,そば_クラスタ5,海鮮_クラスタ0,海鮮_クラスタ1,海鮮_クラスタ2,海鮮_クラスタ3,海鮮_クラスタ4,海鮮_クラスタ5,韓国料理_クラスタ0,韓国料理_クラスタ1,韓国料理_クラスタ2,韓国料理_クラスタ3,韓国料理_クラスタ4,韓国料理_クラスタ5,とんかつ_クラスタ0,とんかつ_クラスタ1,とんかつ_クラスタ2,とんかつ_クラスタ3,とんかつ_クラスタ4,とんかつ_クラスタ5,ステーキ_クラスタ0,ステーキ_クラスタ1,ステーキ_クラスタ2,ステーキ_クラスタ3,ステーキ_クラスタ4,ステーキ_クラスタ5,タイ料理_クラスタ0,タイ料理_クラスタ1,タイ料理_クラスタ2,タイ料理_クラスタ3,タイ料理_クラスタ4,タイ料理_クラスタ5,日本料理_クラスタ0,日本料理_クラスタ1,日本料理_クラスタ2,日本料理_クラスタ3,日本料理_クラスタ4,日本料理_クラスタ5,もつ焼き_クラスタ0,もつ焼き_クラスタ1,もつ焼き_クラスタ2,もつ焼き_クラスタ3,もつ焼き_クラスタ4,もつ焼き_クラスタ5,ホルモン_クラスタ0,ホルモン_クラスタ1,ホルモン_クラスタ2,ホルモン_クラスタ3,ホルモン_クラスタ4,ホルモン_クラスタ5,串揚げ_クラスタ0,串揚げ_クラスタ1,串揚げ_クラスタ2,串揚げ_クラスタ3,串揚げ_クラスタ4,串揚げ_クラスタ5,ピザ_クラスタ0,ピザ_クラスタ1,ピザ_クラスタ2,ピザ_クラスタ3,ピザ_クラスタ4,ピザ_クラスタ5,もんじゃ焼き_クラスタ0,もんじゃ焼き_クラスタ1,もんじゃ焼き_クラスタ2,もんじゃ焼き_クラスタ3,もんじゃ焼き_クラスタ4,もんじゃ焼き_クラスタ5,バル_クラスタ0,バル_クラスタ1,バル_クラスタ2,バル_クラスタ3,バル_クラスタ4,バル_クラスタ5,焼鳥_クラスタ0,焼鳥_クラスタ1,焼鳥_クラスタ2,焼鳥_クラスタ3,焼鳥_クラスタ4,焼鳥_クラスタ5,ビストロ_クラスタ0,ビストロ_クラスタ1,ビストロ_クラスタ2,ビストロ_クラスタ3,ビストロ_クラスタ4,ビストロ_クラスタ5,鉄板焼き_クラスタ0,鉄板焼き_クラスタ1,鉄板焼き_クラスタ2,鉄板焼き_クラスタ3,鉄板焼き_クラスタ4,鉄板焼き_クラスタ5,洋食_クラスタ0,洋食_クラスタ1,洋食_クラスタ2,洋食_クラスタ3,洋食_クラスタ4,洋食_クラスタ5,食堂_クラスタ0,食堂_クラスタ1,食堂_クラスタ2,食堂_クラスタ3,食堂_クラスタ4,食堂_クラスタ5,うなぎ_クラスタ0,うなぎ_クラスタ1,うなぎ_クラスタ2,うなぎ_クラスタ3,うなぎ_クラスタ4,うなぎ_クラスタ5,牛タン_クラスタ0,牛タン_クラスタ1,牛タン_クラスタ2,牛タン_クラスタ3,牛タン_クラスタ4,牛タン_クラスタ5,天ぷら_クラスタ0,天ぷら_クラスタ1,天ぷら_クラスタ2,天ぷら_クラスタ3,天ぷら_クラスタ4,天ぷら_クラスタ5,ハンバーガー_クラスタ0,ハンバーガー_クラスタ1,ハンバーガー_クラスタ2,ハンバーガー_クラスタ3,ハンバーガー_クラスタ4,ハンバーガー_クラスタ5
データ数,270.0,794.0,351.0,133.0,77.0,23.0,358.0,72.0,40.0,221.0,9.0,164.0,139.0,12.0,268.0,2.0,48.0,84.0,129.0,222.0,3.0,30.0,58.0,1.0,53.0,14.0,219.0,25.0,2.0,82.0,191.0,71.0,4.0,34.0,6.0,64.0,157.0,65.0,23.0,17.0,6.0,67.0,161.0,2.0,25.0,40.0,2.0,74.0,49.0,137.0,70.0,4.0,11.0,17.0,10.0,113.0,29.0,3.0,48.0,4.0,61.0,18.0,1.0,1.0,16.0,51.0,46.0,9.0,4.0,8.0,22.0,48.0,34.0,17.0,5.0,5.0,59.0,15.0,31.0,64.0,15.0,10.0,1.0,9.0,57.0,9.0,11.0,20.0,23.0,3.0,39.0,23.0,21.0,24.0,5.0,1.0,15.0,27.0,8.0,8.0,18.0,32.0,22.0,6.0,1.0,11.0,60.0,7.0,35.0,14.0,11.0,41.0,1.0,2.0,16.0,19.0,8.0,8.0,44.0,7.0,13.0,24.0,6.0,35.0,3.0,12.0,22.0,6.0,29.0,1.0,15.0,14.0,27.0,14.0,5.0,2.0,22.0,7.0,6.0,4.0,4.0,16.0,41.0,2.0,37.0,3.0,6.0,15.0,11.0,1.0,12.0,37.0,1.0,15.0,2.0,2.0,26.0,5.0,7.0,3.0,11.0,15.0,3.0,38.0,6.0,8.0,6.0,3.0,26.0,4.0,5.0,20.0,7.0,1.0,5.0,28.0,12.0,12.0,1.0,4.0,17.0,1.0,27.0,6.0,2.0,7.0,15.0,11.0,19.0,5.0,3.0,4.0,6.0,7.0,15.0,1.0,8.0,19.0,10.0,11.0,1.0,9.0,7.0,14.0,16.0,15.0,1.0,5.0,12.0,1.0
平均,108.73055555555543,87.01060033585215,122.63603988603977,143.82330827067653,127.40367965367948,145.89855072463754,118.85451582867773,174.741898148148,161.62499999999986,133.1327300150828,239.36111111111092,160.96392276422748,112.85731414868096,145.10416666666643,84.5926616915422,190.875,201.4774305555554,106.81051587301575,67.02454780361752,73.13701201201192,341.5,102.32222222222211,59.53304597701141,42.75,108.64308176100619,120.13095238095231,79.16666666666659,72.28666666666663,70.5,105.44410569105682,69.67844677137866,105.73943661971815,74.64583333333333,113.39460784313711,101.6944444444443,94.89062499999989,76.87314225053069,139.74230769230755,104.8586956521738,166.20588235294096,121.98611111111099,132.2649253731341,94.71118012422352,187.583333333333,84.21666666666655,78.23333333333323,107.9999999999998,78.86599099099088,83.61734693877544,79.33698296836974,135.94523809523795,130.97916666666634,202.21969696969688,151.61274509803906,128.66666666666654,68.25884955752204,121.758620689655,85.66666666666653,93.31249999999984,92.0416666666665,94.53825136612011,101.59722222222209,296.333333333333,27.0,94.67708333333316,83.63235294117636,133.3532608695651,194.29629629629622,161.77083333333314,100.41666666666656,104.32575757575749,89.55729166666663,121.02941176470577,159.2352941176468,151.76666666666634,169.23333333333312,86.92796610169478,107.54444444444421,64.65860215053753,69.29817708333326,79.48333333333319,74.5416666666666,246.416666666666,35.21296296296293,67.1213450292397,104.00925925925915,176.1969696969696,102.91249999999982,154.5760869565216,194.08333333333334,65.45726495726487,90.24275362318834,124.55952380952368,87.23611111111101,148.81666666666666,37.3333333333333,123.11111111111107,98.54012345679011,134.92708333333326,141.26041666666663,101.63425925925917,90.16927083333324,124.65530303030296,131.7361111111111,147.0,102.22727272727265,108.32499999999996,173.76190476190465,66.32857142857137,96.16666666666653,83.08333333333324,63.34349593495928,79.6666666666666,38.91666666666665,55.713541666666586,69.12280701754374,56.43749999999993,99.97916666666653,51.18371212121203,72.94047619047608,90.71153846153828,73.03819444444436,110.36111111111097,126.87619047619027,57.99999999999977,143.74999999999991,112.28787878787871,81.44444444444444,127.41954022988494,35.0,119.13333333333321,59.64880952380945,65.99691358024685,114.80952380952367,182.06666666666658,70.3333333333333,76.97727272727262,116.26190476190456,113.04166666666653,179.99999999999997,101.70833333333333,156.11458333333314,89.03252032520312,56.79166666666665,136.5405405405404,419.9999999999997,157.06944444444417,149.622222222222,228.7651515151513,492.916666666666,119.79861111111099,72.73198198198183,71.3333333333333,155.8277777777777,526.625,83.083333333333,61.20512820512816,239.13333333333327,173.47619047619023,226.47222222222203,98.9772727272726,134.28888888888872,204.4444444444442,53.33771929824553,87.44444444444436,71.04166666666653,39.527777777777736,62.611111111111,72.06410256410246,82.14583333333326,43.0833333333333,82.91666666666654,94.14285714285698,369.5,297.68333333333294,79.44345238095225,103.09722222222207,139.22916666666643,373.166666666666,190.33333333333314,87.7058823529411,24.5,71.69753086419749,113.80555555555554,267.70833333333303,103.82142857142857,103.661111111111,170.27272727272705,74.49999999999989,80.35,75.77777777777777,169.77083333333303,121.13888888888881,139.23809523809518,150.63333333333296,90.0,227.57291666666663,121.93421052631562,100.26666666666658,91.77272727272717,27.0,141.5555555555554,62.84523809523809,86.4166666666665,98.26562499999989,137.04999999999984,274.0,119.18333333333332,165.13194444444437,340.333333333333
標準偏差,117.21016419828031,104.12875351038097,121.14327127166266,135.67933035570948,128.6056883451593,121.78907539961456,113.78834262686964,128.06203883369565,131.09253272689526,114.84535871695577,137.25646994465018,133.56694135537978,99.0163224421317,65.96918400765884,81.76909177424345,213.72302461363398,174.81051269467923,79.24865903196846,79.57258830924305,85.45212262822982,186.1712920941357,119.26473485303924,64.08420679344337,,112.74434691392105,147.71532058004647,79.06588668192606,56.595007182285585,33.23401871576773,112.33215649979921,82.31363168622767,88.35248549065533,77.33280576328666,98.88559673222036,117.39823804596149,102.38813407274148,77.92852907208825,137.13585914528312,100.8363774734035,164.77674320766303,84.70780523965004,122.47703172756094,105.60376678060007,155.68134299123776,74.4495036112595,79.6540869980854,16.734860488081438,88.05891273124676,79.9860500684094,88.4570055850434,147.35176637108896,97.66255146335936,190.06390837735805,160.41477255693584,150.33122380880098,74.04937920649326,119.33775460856317,93.35092840102503,81.62148210861858,69.193017069001,75.12086183489396,103.63021571663884,,,67.32146399098036,89.3123376702833,145.02743587265508,112.42008049479773,119.06509608815439,86.18691619851306,99.98023584150289,96.93962616919504,132.5444653843403,180.96288378674492,79.36506718253872,150.7798984539309,81.03008768096583,94.94975627631266,71.26210213931532,107.1319545647519,61.64006987573665,51.925936245177795,,8.441599941237506,69.57638450863561,61.293542409044726,171.2422961475901,137.62966367695,156.5952265248072,135.24753540576378,61.395845788147305,51.46116826348379,114.3554799458722,73.96754603435605,213.56214454657766,,115.69898283748923,84.90746084561195,51.767689973557985,143.77183365934312,78.51992867061598,108.38110295924561,126.93602390046891,145.1444818167465,,74.54752483882982,107.50703750012235,180.55478693365077,63.93726801610465,95.14772028384941,72.19071000558932,51.02349402726813,,2.5927248643506977,27.30023349428695,58.10159238232553,23.775936130652887,80.82827365117078,55.07580687050482,73.18613247584857,59.00330161219436,51.18323965162718,67.59907680719597,126.5753482285484,42.93049938886975,157.20255302242285,119.80305909188189,40.743086211946135,106.7498501048132,,143.64603141496747,56.990469837683364,39.13273544869269,113.53163471828915,225.35450005368088,13.552879972742113,61.21823861642642,72.90624415307595,141.7078641078184,178.80662791178963,100.00552068094376,99.74138259908852,94.25065737696013,35.06071123383296,133.30810181058632,251.9184860448139,74.53927780160733,128.71831505123748,148.63118419141168,,129.43857235402092,69.1624528366538,,156.48485672293626,60.63440648674645,66.58588856173276,47.42208364353055,218.97585641902262,112.62867861265042,103.00688802930367,82.4846710582999,109.76574473364262,140.9943195598608,49.53219577892573,46.98400042882989,39.864950592146435,21.566799759163427,43.0834407907534,92.27452190698355,33.11640349668946,20.619485794860264,93.10307593489048,89.04836017432001,,185.04666641147563,79.38775837508368,95.56490624028139,81.09489176859148,,204.61748413763348,80.30085095828164,,78.1847750748056,193.1264530090372,93.98627633271147,107.05982695492763,100.28979075474035,158.17796364164673,97.28319120034779,86.63638092625985,71.48763166787303,204.4923182361442,90.49812255060978,183.4471390998381,124.5171459794076,,175.3275191271857,142.6634069021935,124.82915979771093,97.26189652248979,,159.81781620019703,33.05111181281943,75.27176545832869,84.66811142003324,102.1620532245099,,99.75073795327143,142.6160145246869,
min,20.0833333333333,20.1666666666666,20.0833333333333,20.3333333333333,20.6666666666666,21.6666666666666,20.1666666666666,21.8333333333333,22.4166666666666,20.25,22.5,21.6666666666666,20.4166666666666,66.9166666666666,20.5,39.75,22.6666666666666,20.5833333333333,20.1666666666666,20.3333333333333,128.0,20.5,20.1666666666666,42.75,20.0833333333333,24.0,20.0833333333333,21.0,47.0,23.8333333333333,20.1666666666666,21.5,27.5,22.0,27.0,20.9166666666666,20.0833333333333,20.3333333333333,22.0,22.5833333333333,21.8333333333333,20.5,20.1666666666666,77.5,22.0,20.5,96.1666666666666,20.1666666666666,20.3333333333333,20.0833333333333,21.0,32.0833333333333,22.5,21.0833333333333,20.5,20.0833333333333,21.5833333333333,20.3333333333333,20.5,52.5,21.75,20.6666666666666,296.333333333333,27.0,20.4166666666666,20.0833333333333,21.25,24.0,23.9166666666666,30.0,24.4166666666666,20.1666666666666,28.0833333333333,21.0,43.4166666666666,35.0,20.25,26.5,22.0,20.0833333333333,22.3333333333333,20.5,246.416666666666,22.0,20.3333333333333,25.5,22.3333333333333,20.25,27.0833333333333,65.0,21.0,23.25,23.6666666666666,22.9166666666666,32.5,37.3333333333333,30.4166666666666,23.0,52.25,23.8333333333333,23.6666666666666,20.3333333333333,23.8333333333333,26.8333333333333,147.0,28.0,20.1666666666666,28.0833333333333,20.0833333333333,20.5833333333333,24.3333333333333,20.1666666666666,79.6666666666666,37.0833333333333,21.3333333333333,20.6666666666666,27.5,30.0,21.1666666666666,24.0,20.4166666666666,24.3333333333333,41.9166666666666,21.4166666666666,25.5,30.5,28.6666666666666,25.5833333333333,32.9166666666666,35.0,21.3333333333333,20.5,21.25,57.0,37.3333333333333,60.75,22.75,28.3333333333333,28.75,67.0833333333333,31.5,26.8333333333333,21.3333333333333,32.0,20.75,130.333333333333,70.0,32.75,49.5,492.916666666666,23.8333333333333,20.3333333333333,71.3333333333333,30.0833333333333,483.75,36.0,23.5833333333333,33.4166666666666,59.75,142.75,21.25,25.4166666666666,56.6666666666666,20.0833333333333,29.1666666666666,23.75,22.25,31.75,22.4166666666666,45.5,24.3333333333333,23.1666666666666,25.75,369.5,71.1666666666666,22.0833333333333,20.75,20.25,373.166666666666,54.0,20.1666666666666,24.5,21.0,21.3333333333333,201.25,27.5,20.8333333333333,24.1666666666666,21.0,24.0,28.3333333333333,38.0,51.25,40.0833333333333,44.4166666666666,90.0,35.0,20.5833333333333,22.0,21.6666666666666,27.0,26.4166666666666,24.0,20.1666666666666,20.25,20.3333333333333,274.0,23.6666666666666,29.1666666666666,340.333333333333
10%タイル,24.77499999999997,23.4166666666666,27.5833333333333,28.49999999999994,27.0,39.29999999999994,27.61666666666662,35.65,37.3666666666666,30.25,102.10000000000001,39.900000000000006,28.04999999999994,82.1083333333333,24.89166666666661,69.975,35.79166666666662,30.500000000000004,21.64999999999994,22.5,187.7,25.225,22.0916666666666,42.75,26.44999999999994,29.45,24.0,25.79999999999998,51.7,29.275,22.8333333333333,26.75,29.45,29.908333333333303,28.7083333333333,22.88333333333331,23.4166666666666,24.05,31.53333333333328,24.36666666666664,52.91666666666665,27.333333333333282,24.3333333333333,99.5166666666666,24.33333333333332,21.84999999999994,98.53333333333325,25.5,27.4,22.54999999999998,24.75,56.108333333333114,28.3333333333333,33.91666666666662,20.87499999999994,22.06666666666666,34.266666666666666,25.0833333333333,23.9416666666666,54.15,28.9166666666666,31.04999999999999,296.333333333333,27.0,27.79166666666665,22.0,25.9583333333333,44.4,47.341666666666626,31.28333333333331,27.25,22.0,33.2,24.44999999999998,76.81666666666636,39.26666666666664,23.06666666666664,31.5,26.0,21.21666666666661,38.69999999999996,20.87499999999994,246.416666666666,24.66666666666664,23.6333333333333,40.3,23.5833333333333,24.34166666666666,37.43333333333328,88.5,24.38333333333332,43.08333333333328,30.3333333333333,24.42499999999998,32.86666666666664,37.3333333333333,32.79999999999996,26.59999999999996,89.0,26.4583333333333,26.68333333333331,24.09166666666663,32.3666666666666,46.37499999999995,147.0,29.3333333333333,21.46666666666666,38.23333333333332,22.74999999999998,26.97499999999999,30.1666666666666,23.6666666666666,79.6666666666666,37.44999999999997,24.0,26.33333333333332,35.31666666666662,30.29166666666662,22.69166666666661,26.94999999999996,46.36666666666666,26.94166666666662,48.5833333333333,22.93333333333328,28.76666666666666,33.166666666666664,38.65,40.3333333333333,44.53333333333328,35.0,24.33333333333332,24.69999999999999,26.0333333333333,61.41666666666661,52.89999999999998,62.66666666666666,25.42499999999994,42.18333333333328,41.5833333333333,75.0583333333333,34.37499999999999,51.7083333333333,23.9166666666666,36.95833333333333,23.81666666666662,212.6166666666664,90.583333333333,41.64999999999996,51.6666666666666,492.916666666666,41.16666666666666,22.41666666666664,71.3333333333333,40.99999999999998,492.325,45.4166666666666,29.41666666666665,56.316666666666606,68.39999999999996,153.2333333333332,32.5,31.56666666666664,89.16666666666649,22.0416666666666,45.4583333333333,26.25833333333331,22.5833333333333,34.25,25.3333333333333,54.650000000000006,24.96666666666662,30.650000000000002,29.05,369.5,118.06666666666636,24.64166666666662,28.34999999999994,29.041666666666664,373.166666666666,61.84999999999998,23.05,24.5,24.63333333333328,22.66666666666665,214.5416666666666,29.0,22.55,28.25,22.7,26.4,30.86666666666664,40.4,64.375,42.43333333333332,52.466666666666605,90.0,61.25,24.09999999999994,22.675,26.0,27.0,32.48333333333332,25.2,24.77499999999999,30.8333333333333,33.41666666666664,274.0,35.79999999999996,42.23333333333327,340.333333333333
25%タイル,33.85416666666663,29.354166666666625,40.7083333333333,41.25,38.6666666666666,61.04166666666665,42.2708333333333,61.5,59.9583333333333,55.6666666666666,133.083333333333,57.9375,42.0,102.89583333333333,33.97916666666665,115.3125,59.10416666666665,45.24999999999995,26.1666666666666,26.458333333333275,277.25,29.145833333333275,25.1875,42.75,38.9166666666666,33.31249999999995,31.2083333333333,35.75,58.75,36.0,28.54166666666665,36.7083333333333,32.375,44.56249999999997,31.99999999999995,33.54166666666665,29.6666666666666,42.6666666666666,47.2916666666666,42.1666666666666,85.79166666666666,40.41666666666665,33.3333333333333,132.54166666666652,28.1666666666666,29.020833333333275,102.0833333333332,30.666666666666625,33.3333333333333,28.0833333333333,37.77083333333333,92.14583333333283,44.16666666666665,47.75,42.45833333333327,26.6666666666666,43.5,32.2083333333333,34.9583333333333,56.625,43.5833333333333,35.45833333333327,296.333333333333,27.0,37.43749999999995,30.4166666666666,37.33333333333333,135.916666666666,82.47916666666666,48.83333333333333,38.41666666666665,32.37499999999997,45.52083333333333,39.5833333333333,126.916666666666,45.6666666666666,30.29166666666665,42.37499999999995,34.6666666666666,23.8541666666666,49.29166666666665,29.041666666666625,246.416666666666,31.5,28.5833333333333,47.0833333333333,37.62499999999995,29.270833333333325,51.91666666666665,123.75,28.5833333333333,51.0,55.6666666666666,40.375,33.4166666666666,37.3333333333333,47.5,37.5,104.9375,46.27083333333333,33.56249999999995,36.89583333333327,47.24999999999995,68.24999999999994,147.0,46.16666666666665,32.6875,54.66666666666665,26.9583333333333,34.52083333333333,34.49999999999995,28.5833333333333,79.6666666666666,37.99999999999997,33.52083333333333,32.0,38.8541666666666,37.60416666666665,26.12499999999995,30.4583333333333,49.75,34.62499999999997,56.02083333333333,35.25,33.66666666666665,49.04166666666663,43.66666666666663,56.56249999999997,55.3333333333333,35.0,25.54166666666665,28.895833333333325,36.8333333333333,63.72916666666663,76.25,65.54166666666666,31.958333333333325,61.9583333333333,54.7291666666666,87.02083333333327,38.68749999999997,94.62499999999994,33.1666666666666,44.39583333333333,35.0,336.0416666666665,111.20833333333275,64.74999999999994,104.2083333333333,492.916666666666,58.0416666666666,25.6666666666666,71.3333333333333,55.99999999999995,505.1875,59.5416666666665,34.375,90.6666666666666,91.2083333333333,168.958333333333,42.91666666666665,42.4583333333333,137.9166666666663,25.31249999999995,63.72916666666665,34.89583333333327,23.645833333333275,38.0,31.35416666666665,68.375,25.9166666666666,41.875,31.4583333333333,369.5,188.416666666666,31.9166666666666,34.24999999999995,91.41666666666663,373.166666666666,73.62499999999994,28.8333333333333,24.5,32.5,24.875,234.47916666666652,42.25,27.375,56.79166666666665,24.7083333333333,30.0,34.66666666666665,44.0,80.64583333333333,52.75,100.875,90.0,119.375,33.375,26.25,29.04166666666665,27.0,35.5,42.0,33.60416666666663,34.5,84.29166666666666,274.0,54.0,54.77083333333333,340.333333333333
中央値,62.5833333333333,46.29166666666665,71.3333333333333,88.3333333333333,84.0,108.0,76.125,159.625,112.0,89.1666666666666,234.0,120.1249999999995,77.1666666666666,134.083333333333,57.25,190.875,133.541666666666,76.16666666666666,38.75,39.54166666666665,426.5,39.29166666666665,41.0833333333333,42.75,66.1666666666666,46.5416666666666,48.5,52.5,70.5,62.0833333333333,39.9166666666666,73.0,40.54166666666665,69.24999999999994,63.54166666666665,61.0,50.0833333333333,89.1666666666666,64.4166666666666,86.1666666666666,98.5833333333333,99.3333333333333,56.6666666666666,187.583333333333,51.25,53.7083333333333,107.9999999999998,48.9583333333333,53.0833333333333,44.0,68.04166666666666,112.9999999999995,194.0,107.083333333333,55.12499999999995,40.5833333333333,58.5,44.0833333333333,62.5833333333333,60.0,68.75,55.5833333333333,296.333333333333,27.0,69.04166666666666,55.3333333333333,60.0833333333333,188.0,174.0,74.24999999999994,58.8333333333333,60.0,64.0,51.9166666666666,142.916666666666,134.0,51.1666666666666,60.0,39.5,35.12499999999995,56.0,72.7083333333333,246.416666666666,35.1666666666666,46.4166666666666,113.0,88.5,39.75,79.1666666666666,182.5,48.0,76.0,91.0,71.24999999999994,63.4166666666666,37.3333333333333,74.5,78.8333333333333,128.708333333333,90.41666666666666,67.7083333333333,66.5833333333333,79.99999999999994,82.0833333333333,147.0,84.1666666666666,75.0,89.0,41.9166666666666,57.16666666666665,66.0833333333333,51.75,79.6666666666666,38.91666666666665,49.4583333333333,48.0,52.5416666666666,72.7083333333333,33.1666666666666,34.5,71.6666666666666,51.25,99.74999999999966,83.9166666666666,41.8333333333333,82.375,64.9583333333333,82.0,78.75,35.0,60.75,44.4583333333333,55.6666666666666,72.625,87.4166666666666,70.3333333333333,54.91666666666665,120.5,60.5833333333333,103.0833333333333,64.04166666666666,126.4166666666665,50.4166666666666,56.79166666666665,85.0,541.75,134.208333333333,108.583333333333,246.75,492.916666666666,63.9583333333333,41.4166666666666,71.3333333333333,89.5833333333333,526.625,83.083333333333,45.75,128.25,151.166666666666,195.166666666666,58.3333333333333,114.583333333333,219.166666666666,39.12499999999995,80.9583333333333,76.16666666666666,30.87499999999995,44.25,45.8333333333333,78.625,43.75,46.74999999999995,46.5833333333333,369.5,275.583333333333,51.37499999999995,83.16666666666666,137.29166666666652,373.166666666666,107.0833333333333,59.25,24.5,43.8333333333333,28.75,267.70833333333303,57.5,67.9166666666666,120.5,30.0,44.0,41.0,85.083333333333,91.49999999999994,62.5,114.416666666666,90.0,184.29166666666652,62.0,42.62499999999995,34.1666666666666,27.0,105.0,67.1666666666666,49.9583333333333,71.8333333333333,102.083333333333,274.0,64.25,87.5833333333333,340.333333333333
75%タイル,135.10416666666652,92.77083333333327,156.875,191.0,156.333333333333,192.16666666666652,143.97916666666652,251.166666666666,238.645833333333,167.5,348.166666666666,215.89583333333326,145.16666666666652,161.27083333333275,107.7499999999995,266.4375,314.1249999999997,149.35416666666626,69.5,82.41666666666663,448.25,129.91666666666615,68.87499999999994,42.75,130.333333333333,117.75,91.99999999999994,92.0,82.25,116.75,75.54166666666666,128.4999999999995,82.81249999999997,139.1249999999995,91.58333333333333,103.083333333333,90.4166666666666,177.5,117.6249999999995,268.166666666666,145.9375,170.8749999999995,101.916666666666,242.6249999999995,111.416666666666,79.87499999999997,113.9166666666664,97.83333333333333,87.0833333333333,86.0,184.24999999999974,151.833333333333,250.79166666666652,164.416666666666,135.99999999999974,79.3333333333333,193.083333333333,118.33333333333314,117.77083333333275,95.4166666666665,116.916666666666,116.3749999999995,296.333333333333,27.0,153.33333333333326,99.6249999999998,194.020833333333,307.0,253.29166666666652,109.47916666666647,132.64583333333326,106.49999999999974,120.0624999999995,195.583333333333,186.25,233.666666666666,122.208333333333,167.3749999999995,62.2083333333333,52.12499999999997,91.7083333333333,106.5,246.416666666666,40.5833333333333,72.5833333333333,147.75,256.7916666666665,108.20833333333326,221.9999999999995,258.625,71.4583333333333,108.6666666666665,153.25,89.5,86.0,37.3333333333333,150.625,121.25,165.0,175.08333333333326,146.37499999999974,79.93749999999997,147.77083333333275,105.47916666666666,147.0,132.75,131.5,274.5,70.0833333333333,128.708333333333,85.2916666666666,69.75,79.6666666666666,39.83333333333333,74.20833333333327,87.9166666666663,69.0,143.833333333333,47.10416666666665,88.25,106.416666666666,104.0416666666665,155.66666666666652,136.29166666666652,74.24999999999966,148.1875,90.2083333333333,107.875,152.083333333333,35.0,150.208333333333,60.1458333333333,73.7083333333333,118.1874999999995,128.333333333333,75.12499999999994,98.99999999999974,154.541666666666,71.3125,196.0625,127.0625,189.895833333333,92.25,69.18749999999997,223.5,564.833333333333,220.95833333333326,164.208333333333,340.6249999999995,492.916666666666,94.1458333333332,103.416666666666,71.3333333333333,164.91666666666652,548.0625,106.6249999999995,64.74999999999994,412.5,223.9166666666665,268.33333333333303,137.708333333333,197.8749999999995,278.33333333333303,55.83333333333333,101.625,106.97916666666626,49.6041666666666,78.0416666666665,67.89583333333327,92.39583333333326,46.0,87.39583333333323,129.833333333333,369.5,408.833333333333,91.12499999999997,114.06249999999974,174.18749999999974,373.166666666666,223.79166666666652,95.0,24.5,69.9583333333333,63.0,300.9374999999995,114.125,130.41666666666652,249.083333333333,80.6666666666665,72.0,99.5,210.854166666666,108.7916666666664,108.0416666666665,149.4999999999995,90.0,297.0625,172.4999999999995,84.0,126.6249999999995,27.0,169.166666666666,71.375,127.4166666666665,132.70833333333275,189.66666666666652,274.0,218.0,269.0,340.333333333333
