,20~75
AVG_MONTHLY_POPULATION,-0.32829637088743546
NEAREST_STATION_INFO_count,0.19478778170180155
DISTANCE_VALUE,0.1499957846046835
RATING_CNT,0.3944550987185289
RATING_SCORE,0.2799849300719724
IS_FAMILY_FRIENDLY,0.012244108362276884
IS_FRIEND_FRIENDLY,-0.1726185167882572
IS_ALONE_FRIENDLY,0.4812300144803195
DINNER_INFO,0.28154012078652724
LUNCH_INFO,0.16370699492333396
DINNER_PRICE,-0.07892394874205644
LUNCH_PRICE,-0.2735758440651616
HOLIDAY,0.03256620800142672
HOME_PAGE_URL,0.2987542473763309
PHONE_NUM,-0.0178448383091789
NUM_SEATS,-0.3315970474790636
AGE_RESTAURANT,-0.053197176590698045
CITY_count,0.35145799923199605
rate_count,0.4117049766884452
seats_rate_count,0.4314410441242176
