,20~75,75~150,150~300,300~
AVG_MONTHLY_POPULATION,0.018662406401057294,-0.08994899921335082,0.10407569539787853,0.25116278132626396
NEAREST_STATION_INFO_count,-0.006528748880377731,0.02973807522419257,0.1029590990270165,0.12213477774825694
DISTANCE_VALUE,0.01227909399832865,0.025735176963683503,0.0006698522613306172,0.04107674515124674
RATING_CNT,0.06251923047006454,0.03900164708125408,0.1824864365104607,0.09409993958351343
RATING_SCORE,0.06635572954530115,0.041549595678482536,0.08430480351830648,-0.03720833850838682
IS_FAMILY_FRIENDLY,-0.05114045573939792,0.11333629959819091,0.05442242375751866,0.05735992299600428
IS_FRIEND_FRIENDLY,0.037352758203762666,0.05218551755646409,0.03427821694972426,0.1523460713916281
IS_ALONE_FRIENDLY,-0.0023740850325986483,0.004602352110769541,0.009429771558609704,-0.04137631851194467
DINNER_INFO,0.023983775721666305,0.009055332758068274,-0.07231647751514442,0.051274776980857195
LUNCH_INFO,-0.022288973739556683,-0.04409668747286773,0.07107716123572426,0.01433711146895285
DINNER_PRICE,-0.09148483736219004,0.014020638698147368,-0.02624267784425883,0.10386792847957221
LUNCH_PRICE,-0.03705718978548527,0.06743606618772158,-0.14183892023289724,0.0607647581383864
HOLIDAY,-0.02588910410785054,-0.057164418830593686,-0.009788391584665075,-0.04140004981749796
HOME_PAGE_URL,-0.0006592516352219612,0.07142714142359247,-0.07584217947041777,-0.03333627106176976
PHONE_NUM,-0.007797419515846619,-0.04657346457529528,0.10897333163209141,0.032318677861386313
NUM_SEATS,0.1418954180227525,0.05631796647888183,0.12136316342567546,0.10580931821543269
AGE_RESTAURANT,0.06058864826493146,0.03571525408424173,-0.04406613290910284,0.02674261337654867
CITY_count,0.10268148503370102,0.0062288168855485476,0.1715651598820732,0.056879276358702796
rate_count,0.05145214363982849,0.03253132914073727,0.17450359036125304,0.07868304613735931
seats_rate_count,0.07442089367136721,0.029028096216445563,0.21126410136193302,0.12479799654988764
