,20~75,75~150,150~300,300~
AVG_MONTHLY_POPULATION,0.0855620845665433,0.12526648296435938,0.1998563832476695,0.04778752336900628
NEAREST_STATION_INFO_count,0.047077482784846615,-0.041621137567434525,0.08595554769523821,0.2525101384427835
DISTANCE_VALUE,-0.10819144708594791,0.24194312390474193,-0.2110688401459158,0.10236520107187429
RATING_CNT,0.14938261918201823,-0.12021013527807593,0.3386036546790263,0.1198811250208255
RATING_SCORE,0.1170356711328312,0.14183644371983364,0.19272008073820165,0.047898542419436634
IS_FAMILY_FRIENDLY,0.07521405689884166,-0.0001758680897717891,0.11102800566304476,-0.10708358574626614
IS_FRIEND_FRIENDLY,0.06783474959342568,-0.1241144483293911,-0.03617934500372534,-0.008786364270788582
IS_ALONE_FRIENDLY,-0.11375854925262367,0.017679338048061558,,
DINNER_INFO,-0.015316374028369582,0.09358549066960266,0.0742414614565357,-0.03469091844269897
LUNCH_INFO,0.025798760726383554,-0.11377944870789325,0.10691333826603032,-0.010687887503795306
DINNER_PRICE,-0.07472164936624508,0.24956989127652215,0.17595514067890353,-0.09716566600178426
LUNCH_PRICE,-0.054647514061619405,0.13791883954431453,-0.10055900130292769,-0.1815228907377485
HOLIDAY,-0.03909337539489087,-0.057332077788916934,-0.09136650653596713,-0.04538313048287167
HOME_PAGE_URL,0.03804999901198783,0.11440264853809225,0.13908000929224143,-0.1272174664680058
PHONE_NUM,0.07958340843400079,0.04640079954331018,0.060409694276994344,
NUM_SEATS,0.06670233020855018,0.03325620137376282,0.12335602530747576,-0.15076644310486279
AGE_RESTAURANT,0.07349609566863828,-0.046731700174771865,-0.11611144059095882,-0.04430542133706744
CITY_count,0.016558143931901102,0.15600201945411513,0.06275769284621348,0.1600193457344188
rate_count,0.1232533850824523,-0.1063075811280611,0.3184851962469466,0.11655394910470916
seats_rate_count,0.12362579434088558,-0.07214513253412154,0.4083651118068043,0.09888355048352437
