,20~75,75~150
AGE_RESTAURANT,0.36987306466468106,0.0
AVG_MONTHLY_POPULATION,0.0,0.6007017781615901
DINNER_INFO,0.3280062807921613,0.0
DINNER_PRICE,0.29211995323069617,0.0
DISTANCE_VALUE,0.0,0.701219879754033
HOLIDAY,0.283829741020536,0.0
NEAREST_STATION_INFO_count,0.3675788464136807,0.44151201657178535
RATING_CNT,0.0,0.5219055028316517
rate_count,0.0,0.49357297566940417
