,20~75,75~150,150~300,300~
AVG_MONTHLY_POPULATION,0.40564711542598675,0.001198484792331611,-0.1212719355972686,0.23904624351336093
NEAREST_STATION_INFO_count,0.32769768434674523,-0.5491867651038328,-0.03363762336489614,0.3448577739016901
DISTANCE_VALUE,-0.41235491986314315,-0.4449265507467981,-0.026761923580920728,-0.45167119627223407
RATING_CNT,0.22102356841504603,-0.025942614602635725,0.4158679024890985,0.0387908729849793
RATING_SCORE,0.10490302867589524,-0.15560371096811415,0.3331846609412457,-0.39068047469938044
IS_FAMILY_FRIENDLY,0.22377669872188605,0.2447583587212407,0.02860735468369185,-0.551447568668675
IS_FRIEND_FRIENDLY,0.26261840555722155,0.39543014656094605,-0.20554674934127898,0.16914975514848785
IS_ALONE_FRIENDLY,,,,
DINNER_INFO,0.07298234301403038,-0.31726675498145246,0.5543931841849772,
LUNCH_INFO,-0.024380351970505844,-0.14888053646129687,0.09060071923525567,-0.2748316586548814
DINNER_PRICE,0.055744682519613994,-0.2724693754343246,0.17536763471074196,0.25357310684208084
LUNCH_PRICE,-0.2682148388231568,-0.2897164181075252,0.16039825998870783,-0.024122845011042865
HOLIDAY,0.1952111963243083,0.2615793364951563,,
HOME_PAGE_URL,0.22149287860617392,-0.1848804624153651,0.09943214967667573,-0.11895663048516247
PHONE_NUM,0.18496835542216752,0.10971109329475824,-0.1372262198018067,
NUM_SEATS,0.32669284525103925,0.4834839863549946,0.27682131855449055,-0.1501493223226035
AGE_RESTAURANT,0.20280426782262315,0.4558883047511564,0.12147314043603841,0.22397077926440712
CITY_count,0.6094449675110463,-0.27550234855983585,0.31866669416554744,-0.23610594427262038
rate_count,0.18650837333612677,-0.11234132842193169,0.3906439845877448,0.07297321076695447
seats_rate_count,0.40834280939254186,0.2733203546757831,0.47763831098773485,-0.07344837799487405
