,20~75,75~150
DINNER_INFO,0.19368603467685655,0.0
DINNER_PRICE,0.0,0.2453158142643036
DISTANCE_VALUE,0.19311961423261045,0.5194366565155574
HOLIDAY,0.0,0.2857757509274459
HOME_PAGE_URL,0.3480141143293466,0.3677043838536096
NEAREST_STATION_INFO_count,0.220558455162076,0.0
NUM_SEATS,0.0,0.3315860225158158
PHONE_NUM,0.349300743609218,0.0
