,20~75,75~150,150~300,300~
AVG_MONTHLY_POPULATION,0.07129911040993203,-0.048030855569533105,0.11220208047888029,0.02516615889920976
NEAREST_STATION_INFO_count,0.05409549240445179,0.1507087726946215,-0.14333612934471626,-0.12989768743724994
DISTANCE_VALUE,-0.04346783543235267,0.11531138701404334,-0.17076407327068382,-0.17407692753816573
RATING_CNT,0.07314686789550733,-0.1702999554056198,0.21890006904837297,-0.0955382725401346
RATING_SCORE,-0.112593233572018,-0.30967395614098053,0.14598707770856315,-0.21549756354468325
IS_FAMILY_FRIENDLY,-0.03512967232470094,0.1214761255388876,0.2851979093864421,0.03217804806913952
IS_FRIEND_FRIENDLY,-0.038623410145663874,-0.09293399379266294,-0.08308671597818852,-0.018594558410798018
IS_ALONE_FRIENDLY,0.04913828513559777,-0.08844753380959015,-0.014209324277491851,-0.16193051219603463
DINNER_INFO,0.10612633329211042,-0.12646798493333006,0.07089736367742518,0.17691228600888656
LUNCH_INFO,-0.01161197683760432,-0.053504247435827886,0.13830510785672886,-0.18730940667095672
DINNER_PRICE,0.045844516483310005,-0.27375400335409616,-0.07914015719681525,-0.301337806471959
LUNCH_PRICE,0.08645962371426931,0.0014797944409254196,-0.06972613582861237,-0.19072184094699093
HOLIDAY,0.15563138540757132,-0.029972872962894973,-0.1467394010789172,-0.2570009655138376
HOME_PAGE_URL,0.17035706520452037,0.03854158143998201,0.032727220842619115,0.011697612478377008
PHONE_NUM,0.01826427139389947,-0.02782434022350091,-0.07578789252532277,-0.2378587724220564
NUM_SEATS,0.05474024325137433,-0.026101590944807632,0.17408470393124922,0.25498179959541034
AGE_RESTAURANT,-0.07060021543252366,-0.050513104560415266,-0.13285677842859822,-0.09927950198623052
CITY_count,0.02667472708661468,-0.08956388680451412,0.044029772314901065,-0.01722545672805413
rate_count,0.08243754498849268,-0.17916173947379552,0.19057664935085958,-0.153305612094427
seats_rate_count,-0.0055512801636265156,-0.07572575241420242,0.3366301238397688,0.14576791284461316
