,20~75,75~150,150~300,300~
AVG_MONTHLY_POPULATION,0.0712840789552157,0.06293553338954615,0.04886754260641513,-0.03216308501261117
NEAREST_STATION_INFO_count,0.03587643223274044,0.04062566087643747,0.052682092000869374,0.016099106070180485
DISTANCE_VALUE,-0.11234783145382339,-0.006996849071835913,0.03526401004176557,-0.027222303028514378
RATING_CNT,-0.032654805881882555,0.07961789729226729,0.13827824993024204,0.012081241358878328
RATING_SCORE,0.06303149340913913,-0.059555498870699525,0.07451541262542702,0.03222232532175197
IS_FAMILY_FRIENDLY,0.02612893492567221,-0.09397387694420192,0.10359827247528572,-0.04168208950199756
IS_FRIEND_FRIENDLY,0.004296890865163451,0.014798107705316584,0.008457267980956938,-0.01960808981073703
IS_ALONE_FRIENDLY,-0.04664006996226427,-0.0369204015140437,-0.08407790080906576,0.01751074979560818
DINNER_INFO,0.08002104641041037,-0.11576559979286528,0.01368489111316085,0.06915965261598819
LUNCH_INFO,-0.04130546922539447,0.042871626336130536,0.05756184964961641,0.06296471681826285
DINNER_PRICE,-0.0064901449993200475,-0.0846611180941105,0.032727015013822344,-0.04938903580425676
LUNCH_PRICE,-0.024067000805836434,-0.0015490238287175432,-0.1224881677933103,0.03098486110523749
HOLIDAY,-0.04433952192475193,-0.010885998938278966,-0.1296271492143587,0.008004306452240892
HOME_PAGE_URL,0.1798983700440682,0.06229563270766659,0.08093450717087766,0.05675584506341705
PHONE_NUM,0.07837575416776295,-0.06707395465890001,0.03165498401330338,0.046991792769492786
NUM_SEATS,-0.02971670950262473,0.05177666446968855,-0.03546972833230553,0.019208949706497
AGE_RESTAURANT,-0.011541799631782403,0.08253551508346592,-0.03085540792601829,-0.013414341820823973
CITY_count,0.049958175300554714,0.06893819955557717,0.006003915266834788,-0.055956421461752434
rate_count,-0.0536688072300893,0.0770405780815003,0.12243409480771528,-0.016505563565639425
seats_rate_count,-0.0537921502550609,0.08303846232033216,0.08333137176020303,0.004701386593007828
