,20~75,75~150,150~300,300~
AVG_MONTHLY_POPULATION,0.06438389846522123,0.5192783098025466,0.024240139497592822,0.19448190054061662
NEAREST_STATION_INFO_count,0.09598232773538737,-0.296009296705037,-0.1570279922817091,0.6565338972244797
DISTANCE_VALUE,-0.19819248841299442,0.17075293449035778,-0.2318859424812607,-0.2672303222172678
RATING_CNT,0.36219380548050245,-0.2738333778286934,-0.5405468171816327,-0.002365245324861454
RATING_SCORE,0.16475744172168405,0.06197002577402762,-0.6271191961964225,-0.3191196712834433
IS_FAMILY_FRIENDLY,0.16351038783016594,-0.1122217221631865,-0.2732439053131192,0.04240003757150386
IS_FRIEND_FRIENDLY,0.38227194335380443,-0.026019862750086643,-0.01025113093124306,0.2750397948097832
IS_ALONE_FRIENDLY,-0.03928491511864578,0.08660455656450385,0.17011661848228216,-0.1919053497522503
DINNER_INFO,0.12602879373854264,0.021714929288193078,,
LUNCH_INFO,0.00649319731448141,0.03449236373679203,0.49400192648715485,0.3779518142006044
DINNER_PRICE,0.0181001281037161,0.09194483761184563,-0.6877457422949,-0.23086675289024222
LUNCH_PRICE,-0.14482005789767766,-0.46624388950045687,-0.14188851891868684,-0.27214018407712537
HOLIDAY,0.06084794779170311,-0.24250993236947962,0.3369424294609503,-0.2678174882638276
HOME_PAGE_URL,0.14425862185213661,0.22296821520751428,0.015572229344524072,-0.052707571076880795
PHONE_NUM,0.0159490761317782,,,
NUM_SEATS,0.19599284081548174,-0.2195787102536483,0.09915040375702307,0.5419829545691467
AGE_RESTAURANT,0.253249808252018,0.19452060098970259,-0.19593831990456545,0.20655161584504092
CITY_count,-0.14180827280154015,-0.030690513796161074,-0.4691674735144528,0.2386760424239469
rate_count,0.3417006575443087,-0.26937293203154555,-0.6022633492614271,-0.20077434557125823
seats_rate_count,0.37542126847158147,-0.3223355907753801,-0.34270148199318584,0.6483137008941348
