,20~75
AVG_MONTHLY_POPULATION,0.19859237572454513
NEAREST_STATION_INFO_count,-0.15817498020417087
DISTANCE_VALUE,-0.08859603581738894
RATING_CNT,0.233962992989339
RATING_SCORE,0.21974468350119464
IS_FAMILY_FRIENDLY,-0.11115899491239475
IS_FRIEND_FRIENDLY,0.43285847407865613
IS_ALONE_FRIENDLY,-0.04676033067024811
DINNER_INFO,-0.03315531416829347
LUNCH_INFO,-0.02825388829171667
DINNER_PRICE,0.11953775266186484
LUNCH_PRICE,0.295009909677842
HOLIDAY,0.10573597933259424
HOME_PAGE_URL,0.20041149362732993
PHONE_NUM,-0.40567942229278675
NUM_SEATS,0.03802392176838807
AGE_RESTAURANT,0.4421718358997909
CITY_count,0.3922000181841189
rate_count,0.2055186660832836
seats_rate_count,0.2745573417373963
