,20~75,75~150,150~300,300~
DINNER_INFO,0.17404164015576148,0.0,0.19182486142111266,0.0
DINNER_PRICE,0.0,0.0,0.0,0.11290421647082197
DISTANCE_VALUE,0.0,0.0,0.0,0.11512625035817127
HOME_PAGE_URL,0.18295636505387694,0.0,0.0,0.0
IS_ALONE_FRIENDLY,0.1434356517848893,0.11268565088590403,0.0,0.0
IS_FAMILY_FRIENDLY,0.0,0.0,0.0,0.18010734868509107
LUNCH_INFO,0.0,0.0,0.0,0.15894086822410766
NEAREST_STATION_INFO_count,0.0,0.0,0.3639455677123186,0.1253815766934944
RATING_CNT,0.16588953453586766,0.13704036538588335,0.1597837284347106,0.0
RATING_SCORE,0.0,0.14424382840633537,0.0,0.0
rate_count,0.14430387630439703,0.13069518445358944,0.17188110003586474,0.0
seats_rate_count,0.0,0.12366544042322923,0.14340603403640204,0.0
