,20~75
AVG_MONTHLY_POPULATION,-0.07443955773343511
NEAREST_STATION_INFO_count,-0.015597365222629089
DISTANCE_VALUE,0.2155443655187629
RATING_CNT,0.03050026050227616
RATING_SCORE,-0.0722930552332785
IS_FAMILY_FRIENDLY,0.11793288067727443
IS_FRIEND_FRIENDLY,0.08484377659599733
IS_ALONE_FRIENDLY,0.13428721881918204
DINNER_INFO,-0.02819242423069118
LUNCH_INFO,-0.04054204685990488
DINNER_PRICE,-0.13229122427663445
LUNCH_PRICE,0.07202944068253313
HOLIDAY,0.15042921358254693
HOME_PAGE_URL,-0.03647066025556481
PHONE_NUM,0.20753651490958072
NUM_SEATS,-0.04901587431842126
AGE_RESTAURANT,0.30179481266001695
CITY_count,-0.12994432535942602
rate_count,-0.006391978856920724
seats_rate_count,0.10490066096945662
