,20~75,75~150
AGE_RESTAURANT,0.0,0.539584439019623
DINNER_PRICE,0.0,0.29619511960505124
HOLIDAY,0.16832592269034816,0.0
HOME_PAGE_URL,0.26554928394638916,0.0
IS_FAMILY_FRIENDLY,0.20244382004744177,0.0
IS_FRIEND_FRIENDLY,0.0,0.2760978957434258
LUNCH_INFO,0.0,0.3955260958258693
NEAREST_STATION_INFO_count,0.0,0.49249021108610136
NUM_SEATS,0.22134764798813758,0.0
seats_rate_count,0.24025755611529875,0.0
