,20~75,75~150
AVG_MONTHLY_POPULATION,0.0,0.31364730589242823
DISTANCE_VALUE,0.0,0.5540676406333612
HOLIDAY,0.0,0.21293486313430693
HOME_PAGE_URL,0.3812505969201481,0.0
IS_ALONE_FRIENDLY,0.3890200335892464,0.0
LUNCH_INFO,0.3697581992802889,0.4776686362398789
LUNCH_PRICE,0.4137979832469603,0.0
NUM_SEATS,0.4051267651014313,0.25237502628531366
